loss,calculate_reconstruction_loss,calculate_kl_loss
41.92365903060938,0.03611893206834793,0.060299068689346313
23.542762037591483,0.019149797037243843,0.05356817692518234
19.310136777152827,0.01646171137690544,0.05366573482751846
16.457705339833147,0.01457229908555746,0.053666647523641586
14.064234683019691,0.012750858440995216,0.05404426157474518
13.122385280556236,0.012042251415550709,0.05443454906344414
12.414727868691548,0.01150992140173912,0.05428261309862137
11.613263569298226,0.01078055426478386,0.05431227758526802
11.122111670539196,0.010307704098522663,0.05454038083553314
11.088074598576855,0.010276414453983307,0.05472014099359512
10.776038482955386,0.009966970421373844,0.05481666326522827
10.301094919394513,0.009480421431362629,0.05485563352704048
9.921312076621499,0.009087525308132172,0.055108487606048584
9.679627068863413,0.008827717043459415,0.05505598336458206
9.241658039621973,0.008382436819374561,0.0552244707942009
9.075344386730848,0.008204804733395576,0.05535421893000603
8.759222797235113,0.00788773875683546,0.05544942617416382
8.511564811718989,0.007628741208463907,0.055457036942243576
8.41800097851341,0.007523783482611179,0.05564040318131447
8.219311575710677,0.007324643433094025,0.05563477799296379
8.053062786674811,0.007154842838644981,0.0558098629117012
8.059461941337897,0.007159967441111803,0.05568084493279457
7.94119165849919,0.007029697299003601,0.055919211357831955
7.978628761033249,0.007064418867230415,0.05599662661552429
7.673354540913568,0.006759259849786758,0.055957868695259094
7.526607042813573,0.006613604724407196,0.055917445570230484
7.550380046371535,0.006629180628806353,0.055837053805589676
7.342709859082594,0.00642870320007205,0.056035928428173065
7.263893685955402,0.0063416180200874805,0.056039612740278244
7.284028604407879,0.006349542643874884,0.0560142807662487
7.145610910449876,0.006217417307198048,0.056051187217235565
7.134374991910104,0.006202226039022207,0.056112032383680344
6.996776447016107,0.006062357220798731,0.05607753247022629
7.073377728656688,0.006138216704130173,0.05620213970541954
6.933352585912334,0.005992470774799585,0.05626803636550903
6.893953095058049,0.005951642990112305,0.056070923805236816
6.807847831610949,0.0058691720478236675,0.05617595463991165
6.713940668261654,0.005772070959210396,0.05608948692679405
6.7995593683949105,0.005852119997143745,0.05616286024451256
6.717147821703315,0.005770943593233824,0.056135013699531555
6.63870260104853,0.0056940000504255295,0.05621929094195366
6.576331708015081,0.005632633343338966,0.05618327111005783
6.61893793925959,0.005672777537256479,0.05612776800990105
6.595569307224591,0.005647209007292986,0.05618305504322052
6.583211103815822,0.005626443773508072,0.05622292682528496
6.458422964198749,0.005507165100425482,0.05627695843577385
6.520730817104047,0.005566190462559462,0.05610791593790054
6.46190964845032,0.00551194790750742,0.05639004334807396
6.447225854991895,0.005492192693054676,0.05631370469927788
6.336004761653856,0.005380180664360523,0.056379128247499466
6.317428556974327,0.005361215677112341,0.05626728758215904
6.397326190553326,0.005440636537969112,0.056208375841379166
6.278863474362049,0.0053222342394292355,0.05630303546786308
6.250434313473849,0.005285703111439943,0.05625973269343376
6.23023723564179,0.005270202178508043,0.056259043514728546
6.195526575964388,0.00523659260943532,0.056259628385305405
6.171647276030473,0.005212218500673771,0.05633007362484932
6.2072350412947515,0.005244692321866751,0.056437574326992035
6.090377603425093,0.0051324572414159775,0.05648300424218178
6.189939078071183,0.0052208187989890575,0.056329961866140366
6.067120243635691,0.0051048616878688335,0.056425776332616806
6.05874959329602,0.005098081659525633,0.056350577622652054
6.073745223670761,0.0051024598069489,0.05641724541783333
6.024867537360012,0.005056231282651424,0.05641060322523117
6.019059322786565,0.005054220091551542,0.056397225707769394
5.989807877805066,0.005021519027650356,0.056382618844509125
5.978494010197203,0.0050082639791071415,0.056483831256628036
5.939013418132291,0.004971214570105076,0.05651724338531494
5.966204092514262,0.0049962145276367664,0.0565294586122036
5.909991452588926,0.004941416904330254,0.05645928531885147
5.9473409147091445,0.004979466088116169,0.05647844821214676
5.887718503665768,0.004912686534225941,0.056571606546640396
5.951749959544295,0.00498294597491622,0.05643584951758385
5.794599277160296,0.0048253233544528484,0.05646684020757675
5.8067434965883535,0.004836260341107845,0.056522730737924576
5.867383103191755,0.004894527606666088,0.056415755301713943
5.861187507044432,0.00488720927387476,0.05645143240690231
5.842453561832621,0.0048696864396333694,0.05650268495082855
5.799943737065812,0.004822154063731432,0.056477662175893784
5.768586679928455,0.004793969914317131,0.05647440254688263
5.757878793588859,0.004784181714057922,0.05654953420162201
5.756464964997321,0.0047843861393630505,0.056533463299274445
5.762788878762897,0.004783903248608112,0.05646754428744316
5.7557854998559,0.004775999113917351,0.056530844420194626
5.750691894605926,0.004772775340825319,0.05660529062151909
5.732473703231936,0.004756671376526356,0.056453999131917953
5.708570393419188,0.004729765467345715,0.05650299787521362
5.705577603366597,0.004733295179903507,0.05647127330303192
5.676059484287343,0.004699661396443844,0.0565556138753891
5.69595106254783,0.004717187490314245,0.056459106504917145
5.645339400694382,0.004667544271796942,0.056595198810100555
5.664061325020347,0.004689013119786978,0.05646665394306183
5.654655551443676,0.00467499066144228,0.05652215704321861
5.580956735579847,0.004599290434271097,0.0565996952354908
5.604901612096665,0.004624545574188232,0.05651429668068886
5.614686236684902,0.0046386877074837685,0.05656757205724716
5.612101315285215,0.004632255528122187,0.05652092397212982
5.633984353764022,0.004651424940675497,0.05650719627737999
5.600416025174189,0.0046241795644164085,0.05657840892672539
5.632800730173195,0.004649067297577858,0.05666591599583626
5.596369494038344,0.004614018369466066,0.05656773969531059
5.593952491660686,0.0046125310473144054,0.056637488305568695
5.576417760981237,0.0045920670963823795,0.05662757530808449
5.505472992217172,0.0045171030797064304,0.05666960030794144
5.525946827930494,0.004544493276625872,0.05663260444998741
5.562835294698619,0.004581861197948456,0.056620847433805466
5.518249076108948,0.004544622264802456,0.05658472329378128
5.509650098169025,0.0045256358571350574,0.056596510112285614
5.524406438550591,0.004541284404695034,0.05659814551472664
5.5392450335364165,0.004559519235044718,0.05655504763126373
5.486034067186601,0.004502694122493267,0.05661189183592796
5.48582523837564,0.004506103228777647,0.0566350556910038
5.549863837477044,0.004567995667457581,0.05657677724957466
5.467236040078019,0.004486836958676577,0.05659015476703644
5.4291915675749784,0.004444378428161144,0.056550852954387665
5.493478141639983,0.004512431100010872,0.05654427409172058
5.463434252420024,0.004478825256228447,0.05655490979552269
5.4653506173978625,0.004480497445911169,0.056638192385435104
5.413323246829856,0.0044279079884290695,0.0566888228058815
5.4278090322970565,0.004445626866072416,0.05663146451115608
5.369356198762019,0.0043877805583179,0.056657757610082626
5.399696250140765,0.0044191377237439156,0.056695014238357544
5.404037256225287,0.0044234576635062695,0.05654258653521538
5.385622601524652,0.004404691979289055,0.056623853743076324
5.3933719118501005,0.004411292728036642,0.05664675310254097
5.382502979788851,0.004397041629999876,0.05656767264008522
5.363791148580891,0.004385229200124741,0.05657952278852463
5.363708104822803,0.004380468744784594,0.05658040568232536
5.330009457726658,0.004347925074398518,0.0566580668091774
5.367809369163451,0.004385963082313538,0.056629106402397156
5.321879666547791,0.004336975049227476,0.05663265287876129
5.377418492591012,0.004387685563415289,0.056612759828567505
5.330410232357256,0.004344529937952757,0.05656595528125763
5.307797122351691,0.0043237656354904175,0.05667728930711746
5.318335333617243,0.004334298428148031,0.05665207654237747
5.29905882122855,0.004309866111725569,0.05652577802538872
5.302802644390461,0.004318453837186098,0.056553199887275696
5.310378617991437,0.0043225036934018135,0.05666354298591614
5.296726466392031,0.004313173238188028,0.05668199062347412
5.308835168063738,0.00432601198554039,0.05670074000954628
5.296671272296501,0.004316980484873056,0.05666526034474373
5.310776109991027,0.004323944915086031,0.05666712298989296
5.247340428887534,0.00426734983921051,0.05668947473168373
5.241028762369327,0.004260576795786619,0.05668807029724121
5.262852954242202,0.004275577608495951,0.05666979402303696
5.2597769551331615,0.004270479548722506,0.05659492313861847
5.2369313520086145,0.00425213947892189,0.0566481314599514
5.21521824860845,0.00423041544854641,0.0566585548222065
5.207839025564334,0.004221840761601925,0.05669240653514862
5.286680292149741,0.004300576169043779,0.05673273652791977
5.248406005333532,0.004261490888893604,0.05660165101289749
5.2348450472848835,0.004249932244420052,0.05667179077863693
5.2086614796232436,0.00422122236341238,0.056659597903490067
5.268645648271769,0.00428424309939146,0.056705769151449203
5.22904485104329,0.004248113837093115,0.056673306971788406
5.218878971616363,0.004235869273543358,0.05671190842986107
5.195377477813895,0.004212436731904745,0.056732214987277985
5.160320074095423,0.0041790008544921875,0.05666587874293327
5.210378799508486,0.004226931370794773,0.05676165595650673
5.25720949040735,0.004274871665984392,0.05659446120262146
5.270369007381296,0.004286010749638081,0.056787990033626556
5.171222174537124,0.004189001861959696,0.0566784106194973
5.207987532919033,0.004221402574330568,0.056704990565776825
5.178899382105854,0.004193682689219713,0.05667199566960335
5.151352436079676,0.00416273158043623,0.05662104859948158
5.149988246002944,0.004167919512838125,0.056738924235105515
5.22820616876904,0.004235226660966873,0.05667898431420326
5.154636874673417,0.0041733477264642715,0.056628551334142685
5.156312940754665,0.00417494960129261,0.05668221414089203
5.123281824647116,0.004138055257499218,0.05676000565290451
5.133574763674526,0.004147006664425135,0.05670151859521866
5.174690062031272,0.004191440995782614,0.05674612522125244
5.199250926395808,0.004213934298604727,0.056720808148384094
5.152589762969273,0.004166672937572002,0.05672013759613037
5.141763638127687,0.004159921780228615,0.05677179992198944
5.103515675172915,0.004120136145502329,0.05668097361922264
5.151878125710355,0.004167976323515177,0.05661659687757492
5.102517444585704,0.004117684904485941,0.05673437938094139
5.157912755868174,0.004173400346189737,0.0567026324570179
5.100316741143704,0.004114802926778793,0.05673941969871521
5.086903577333174,0.004105296917259693,0.05674361437559128
